utc,monotonic_seconds,disk,read_bytes_per_second,write_bytes_per_second,idle_percent,active_percent,raw_disk_time_percent,queue_length,cpu_percent
2026-09-13T01:42:17.6493989Z,234.8755951,0 E:,0,603764,4,96,1,1,32
2026-09-13T01:42:17.6493989Z,234.8755951,1 D: C:,526359,16115878,96,4,4,0,32
2026-09-13T01:42:20.2173396Z,237.4437621,0 E:,0,598859,3,97,1,1,20
2026-09-13T01:42:20.2173396Z,237.4437621,1 D: C:,82950,18226782,98,2,2,0,20
2026-09-13T01:42:22.7953034Z,240.021122,0 E:,0,555158,4,96,1,1,26
2026-09-13T01:42:22.7953034Z,240.021122,1 D: C:,1371569,1681804,96,4,3,5,26
2026-09-13T01:42:25.3552768Z,242.58127679999998,0 E:,0,2384418,10,90,355,1,20
2026-09-13T01:42:25.3552768Z,242.58127679999998,1 D: C:,18124,227567,99,1,0,0,20
2026-09-13T01:42:27.9371180Z,245.1628553,0 E:,0,706943,10,90,1,1,21
2026-09-13T01:42:27.9371180Z,245.1628553,1 D: C:,0,675523,99,1,0,0,21
2026-09-13T01:42:30.5185390Z,247.74495389999998,0 E:,0,864277,2,98,3,1,20
2026-09-13T01:42:30.5185390Z,247.74495389999998,1 D: C:,0,663641,93,7,5,0,20
2026-09-13T01:42:33.1001985Z,250.32681269999998,0 E:,0,694740,5,95,1,1,18
2026-09-13T01:42:33.1001985Z,250.32681269999998,1 D: C:,0,30877,99,1,0,0,18
2026-09-13T01:42:35.6648960Z,252.89103329999998,0 E:,0,422004,2,98,1,1,18
2026-09-13T01:42:35.6648960Z,252.89103329999998,1 D: C:,0,324618,99,1,0,0,18
2026-09-13T01:42:38.2456112Z,255.4715091,0 E:,0,436263,1,99,1,1,31
2026-09-13T01:42:38.2456112Z,255.4715091,1 D: C:,0,405101,99,1,0,0,31
2026-09-13T01:42:40.8259898Z,258.0523795,0 E:,0,0,0,100,0,2,25
2026-09-13T01:42:40.8259898Z,258.0523795,1 D: C:,1162539,53912752,91,9,11,0,25
2026-09-13T01:42:43.3972794Z,260.6231747,0 E:,0,407696,2,98,1,1,17
2026-09-13T01:42:43.3972794Z,260.6231747,1 D: C:,0,56513010,98,2,4,0,17
2026-09-13T01:42:45.9920582Z,263.21851399999997,0 E:,0,433085,4,96,1,1,45
2026-09-13T01:42:45.9920582Z,263.21851399999997,1 D: C:,0,0,100,0,0,0,45
2026-09-13T01:42:48.5759820Z,265.8025489,0 E:,0,656060,5,95,1,1,48
2026-09-13T01:42:48.5759820Z,265.8025489,1 D: C:,0,62481,99,1,0,0,48
2026-09-13T01:42:51.1302814Z,268.3568701,0 E:,0,811678,3,97,1,1,9
2026-09-13T01:42:51.1302814Z,268.3568701,1 D: C:,0,0,99,1,0,0,9
2026-09-13T01:42:53.7004841Z,270.9271174,0 E:,0,519517,2,98,1,1,42
2026-09-13T01:42:53.7004841Z,270.9271174,1 D: C:,0,330602,98,2,1,0,42
2026-09-13T01:42:56.2565796Z,273.4825983,0 E:,0,36788323,0,100,174,2,9
2026-09-13T01:42:56.2565796Z,273.4825983,1 D: C:,0,563250,98,2,0,0,9
2026-09-13T01:42:58.8303595Z,276.0562649,0 E:,0,1012925,4,96,18,1,14
2026-09-13T01:42:58.8303595Z,276.0562649,1 D: C:,0,77917,0,100,136,1,14
2026-09-13T01:43:01.4028274Z,278.62870169999997,0 E:,0,514717,2,98,1,1,14
2026-09-13T01:43:01.4028274Z,278.62870169999997,1 D: C:,0,140377,99,1,0,0,14
